"prov_site","office","custNum","invNum","invoicDate","payDate","balance","totalCharg","tax","po_number","isDeleted","CreatedDate"
"16AV","Belecara DBA Cosmetic Surgery","null","16AV051800","2022-12-24T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2022-12-24T00:00:00.0000000"
"16C0","Haley Dermatology LLC","null","16C0051800","2022-12-25T00:00:00.0000000","null","1631.790","1631.790","0.000","                    ","False","2022-12-25T00:00:00.0000000"
"16C7","Nutrition Solutions, LLC","null","16C7051800","2022-12-26T00:00:00.0000000","null","57.200","57.200","0.000","                    ","False","2022-12-26T00:00:00.0000000"
"16C8","KM - John W.J. Overman, MD","null","16C8051800","2022-12-27T00:00:00.0000000","null","70.850","70.850","0.000","                    ","False","2022-12-27T00:00:00.0000000"
"16CA","Associated Foot And Ankle Clin","null","16CA051800","2022-12-28T00:00:00.0000000","null","219.970","219.970","0.000","                    ","False","2022-12-28T00:00:00.0000000"
"16CC","Jilan Shah MD","null","16CC051800","2022-12-29T00:00:00.0000000","null","169.000","169.000","0.000","                    ","False","2022-12-29T00:00:00.0000000"
"16CD","Lifeline Family Medicine","null","16CD051800","2022-12-30T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-12-30T00:00:00.0000000"
"16CE","Daniel J Sanchez MD PA","null","16CE051800","2022-12-31T00:00:00.0000000","null","376.360","376.360","0.000","                    ","False","2022-12-31T00:00:00.0000000"
"16CF","Prairie Star Family Practice","null","16CF051800","2023-01-01T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2023-01-01T00:00:00.0000000"
"16CP","Kidney Assoc of K C","null","16CP051800","2023-01-02T00:00:00.0000000","null","1671.690","1671.690","0.000","                    ","False","2023-01-02T00:00:00.0000000"
"16CQ","Ransom Memorial Hospital","null","16CQ051800","2023-01-03T00:00:00.0000000","null","2203.020","2203.020","0.000","                    ","False","2023-01-03T00:00:00.0000000"
"16CS","Freedom Prosthetics","null","16CS051800","2023-01-04T00:00:00.0000000","null","69.900","69.900","0.000","                    ","False","2023-01-04T00:00:00.0000000"
"16CV","Abney Eye Center","null","16CV051800","2023-01-05T00:00:00.0000000","null","1891.190","1891.190","0.000","                    ","False","2023-01-05T00:00:00.0000000"
"16CW","Jonathan D Boniuk MD","null","16CW051800","2023-01-06T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-01-06T00:00:00.0000000"
"16D6","Steven Binns, OD","null","16D6051800","2023-01-07T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2023-01-07T00:00:00.0000000"
"16D7","PASGV Joseph J. Pachorek, MD","null","16D7051800","2023-01-08T00:00:00.0000000","null","295.200","295.200","0.000","                    ","False","2023-01-08T00:00:00.0000000"
"16DE","Boone - Cynergy Health","null","16DE051800","2023-01-09T00:00:00.0000000","null","37.800","37.800","0.000","                    ","False","2023-01-09T00:00:00.0000000"
"16DF","LEHIGH VALLEY WELLNESS CENTER","null","16DF051800","2023-01-10T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2023-01-10T00:00:00.0000000"
"16DM","Precision Medical Billing Serv","null","16DM051800","2023-01-11T00:00:00.0000000","null","13499.390","13499.390","0.000","                    ","False","2023-01-11T00:00:00.0000000"
"16DQ","Orange Co Diabetes and Endocri","null","16DQ051800","2023-01-12T00:00:00.0000000","null","142.550","142.550","0.000","                    ","False","2023-01-12T00:00:00.0000000"
"16DS","St Anthonys Physician Organiz","null","16DS051800","2023-01-13T00:00:00.0000000","null","21018.960","21018.960","0.000","                    ","False","2023-01-13T00:00:00.0000000"
"16DU","Cancer Care PLC","null","16DU051800","2023-01-14T00:00:00.0000000","null","137.550","137.550","0.000","                    ","False","2023-01-14T00:00:00.0000000"
"16DV","Davis Optometry","null","16DV051800","2023-01-15T00:00:00.0000000","null","418.560","418.560","0.000","                    ","False","2023-01-15T00:00:00.0000000"
"16","Roberts-Philpott Eye Associate","null","16E0051800","2023-01-16T00:00:00.0000000","null","786.540","786.540","0.000","                    ","False","2023-01-16T00:00:00.0000000"
"160","Steven Bird, OD","null","16E1051800","2023-01-17T00:00:00.0000000","null","38.000","38.000","0.000","                    ","False","2023-01-17T00:00:00.0000000"
"160000","Robert Staley DC","null","16E4051800","2023-01-18T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-01-18T00:00:00.0000000"
"16000000","S. Robert Harla, DO, PA","null","16E6051800","2023-01-19T00:00:00.0000000","null","231.890","231.890","0.000","                    ","False","2023-01-19T00:00:00.0000000"
"16EJ","Chiropractic Health Center","null","16EJ051800","2023-01-20T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-01-20T00:00:00.0000000"
"16EK","Hudson Dermatology, PC","null","16EK051800","2023-01-21T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-01-21T00:00:00.0000000"
"16ES","Family Medical Clinic","null","16ES051800","2023-01-22T00:00:00.0000000","null","1653.260","1653.260","0.000","                    ","False","2023-01-22T00:00:00.0000000"
"16EW","Clayton Dermatology LLC","null","16EW051800","2023-01-23T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2023-01-23T00:00:00.0000000"
"16F3","John A Vottero MD","null","16F3051800","2023-01-24T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2023-01-24T00:00:00.0000000"
"16F5","William Russell, MD","null","16F5051800","2023-01-25T00:00:00.0000000","null","589.100","589.100","0.000","                    ","False","2023-01-25T00:00:00.0000000"
"16F6","POS-James P Crews, MD","null","16F6051800","2023-01-26T00:00:00.0000000","null","115.250","115.250","0.000","                    ","False","2023-01-26T00:00:00.0000000"
"16F7","Gary L Malone MD PA","null","16F7051800","2023-01-27T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-01-27T00:00:00.0000000"
"16FC","Avraam Karas MD","null","16FC051800","2023-01-28T00:00:00.0000000","null","173.380","173.380","0.000","                    ","False","2023-01-28T00:00:00.0000000"
"16FD","Omni Eye Associates, PA","null","16FD051800","2023-01-29T00:00:00.0000000","null","38.000","38.000","0.000","                    ","False","2023-01-29T00:00:00.0000000"
"16FF","Rajanarender R Cholleti MD PA","null","16FF051800","2023-01-30T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-01-30T00:00:00.0000000"
"16FH","Foygelman Podiatric Corp","null","16FH051800","2023-01-31T00:00:00.0000000","null","244.840","244.840","0.000","                    ","False","2023-01-31T00:00:00.0000000"
"16FT","Sang Kwak Physical Therapy, In","null","16FT051800","2023-02-01T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-02-01T00:00:00.0000000"
"16FV","Kelly L Cobb MD APMC","null","16FV051800","2023-02-02T00:00:00.0000000","null","291.960","291.960","0.000","                    ","False","2023-02-02T00:00:00.0000000"
"16FW","Kidney Specialists","null","16FW051800","2023-02-03T00:00:00.0000000","null","1113.040","1113.040","0.000","                    ","False","2023-02-03T00:00:00.0000000"
"16FY","Arch Medical Billing Inc.","null","16FY051800","2023-02-04T00:00:00.0000000","null","535.020","535.020","0.000","                    ","False","2023-02-04T00:00:00.0000000"
"16G1","LaFollette Eye Clinic","null","16G1051800","2023-02-05T00:00:00.0000000","null","874.520","874.520","0.000","                    ","False","2023-02-05T00:00:00.0000000"
"16G3","Rockville Dermatology","null","16G3051800","2023-02-06T00:00:00.0000000","null","785.210","785.210","0.000","                    ","False","2023-02-06T00:00:00.0000000"
"16G9","Chinenye S. Ekoh MD","null","16G9051800","2023-02-07T00:00:00.0000000","null","126.050","126.050","0.000","                    ","False","2023-02-07T00:00:00.0000000"
"16GF","Daniel OHara MD","null","16GF051800","2023-02-08T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-02-08T00:00:00.0000000"
"16GH","Tran, Majher and Shaw, OD PA","null","16GH051800","2023-02-09T00:00:00.0000000","null","936.310","936.310","0.000","                    ","False","2023-02-09T00:00:00.0000000"
"16GK","Jim L. DeLine, M.D.","null","16GK051800","2023-02-10T00:00:00.0000000","null","222.130","222.130","0.000","                    ","False","2023-02-10T00:00:00.0000000"
"16GM","Francisco Peraza MD","null","16GM051800","2023-02-11T00:00:00.0000000","null","411.000","411.000","0.000","                    ","False","2023-02-11T00:00:00.0000000"
"16GN","William Mania MD","null","16GN051800","2023-02-12T00:00:00.0000000","null","173.380","173.380","0.000","                    ","False","2023-02-12T00:00:00.0000000"
"16GR","Forrest Messerschmidt OD","null","16GR051800","2023-02-13T00:00:00.0000000","null","210.680","210.680","0.000","                    ","False","2023-02-13T00:00:00.0000000"
"16H3","Mysore Nagaraja","null","16H3051800","2023-02-14T00:00:00.0000000","null","227.100","227.100","0.000","                    ","False","2023-02-14T00:00:00.0000000"
"16H7","Complete Eye Care of Medina","null","16H7051800","2023-02-15T00:00:00.0000000","null","199.600","199.600","0.000","                    ","False","2023-02-15T00:00:00.0000000"
"16HP","Blaine Eye Clinic","null","16HP051800","2023-02-16T00:00:00.0000000","null","232.210","232.210","0.000","                    ","False","2023-02-16T00:00:00.0000000"
"16HQ","Boone -Women`s Wellness Ctr","null","16HQ051800","2023-02-17T00:00:00.0000000","null","378.000","378.000","0.000","                    ","False","2023-02-17T00:00:00.0000000"
"16HZ","Carlyle Chiropractic Clinic","null","16HZ051800","2023-02-18T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2023-02-18T00:00:00.0000000"
"16J1","Primary EyeCare Spring Hill","null","16J1051800","2023-02-19T00:00:00.0000000","null","68.000","68.000","0.000","                    ","False","2023-02-19T00:00:00.0000000"
"16J9","Aldo Berti MD PA","null","16J9051800","2023-02-20T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-02-20T00:00:00.0000000"
"16JE","Joe Horton Family Eyecare PA","null","16JE051800","2023-02-21T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-02-21T00:00:00.0000000"
"16JF","DJ Verret MD PA","null","16JF051800","2023-02-22T00:00:00.0000000","null","173.380","173.380","0.000","                    ","False","2023-02-22T00:00:00.0000000"
"16JG","Waco Bone & Joint","null","16JG051800","2023-02-23T00:00:00.0000000","null","155.000","155.000","0.000","                    ","False","2023-02-23T00:00:00.0000000"
"16JH","Indigo Health Clinic","null","16JH051800","2023-02-24T00:00:00.0000000","null","204.410","204.410","0.000","                    ","False","2023-02-24T00:00:00.0000000"
"16JK","Gallaher Eye Care","null","16JK051800","2023-02-25T00:00:00.0000000","null","210.680","210.680","0.000","                    ","False","2023-02-25T00:00:00.0000000"
"16JM","Total Eye Care","null","16JM051800","2023-02-26T00:00:00.0000000","null","295.200","295.200","0.000","                    ","False","2023-02-26T00:00:00.0000000"
"16JS","Whitcomb Clinic","null","16JS051800","2023-02-27T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-02-27T00:00:00.0000000"
"16KF","Therapy Solutions","null","16KF051800","2023-02-28T00:00:00.0000000","null","676.910","676.910","0.000","                    ","False","2023-02-28T00:00:00.0000000"
"16KG","Derris Ray MD","null","16KG051800","2023-03-01T00:00:00.0000000","null","211.780","211.780","0.000","                    ","False","2023-03-01T00:00:00.0000000"
"16KL","James T.M. Anderson DC, PC","null","16KL051800","2023-03-02T00:00:00.0000000","null","153.250","153.250","0.000","                    ","False","2023-03-02T00:00:00.0000000"
"16KU","TrueVision","null","16KU051800","2023-03-03T00:00:00.0000000","null","219.920","219.920","0.000","                    ","False","2023-03-03T00:00:00.0000000"
"16L9","Laser Eye Institute","null","16L9051800","2023-03-04T00:00:00.0000000","null","196.800","196.800","0.000","                    ","False","2023-03-04T00:00:00.0000000"
"16LF","Gee Eye Care","null","16LF051800","2023-03-05T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2023-03-05T00:00:00.0000000"
"16LH","John A Buie, MD, PC","null","16LH051800","2023-03-06T00:00:00.0000000","null","363.770","363.770","0.000","                    ","False","2023-03-06T00:00:00.0000000"
"16LJ","Clark Gunderson MD","null","16LJ051800","2023-03-07T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2023-03-07T00:00:00.0000000"
"16LK","Neel Kamal","null","16LK051800","2023-03-08T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2023-03-08T00:00:00.0000000"
"16LL","Pittsburgh Dental Sleep Medici","null","16LL051800","2023-03-09T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2023-03-09T00:00:00.0000000"
"16LN","Endocrinology Consultants, P.C","null","16LN051800","2023-03-10T00:00:00.0000000","null","1170.000","1170.000","0.000","                    ","False","2023-03-10T00:00:00.0000000"
"16LS","J M Huser III MD","null","16LS051800","2023-03-11T00:00:00.0000000","null","221.280","221.280","0.000","                    ","False","2023-03-11T00:00:00.0000000"
"16LT","Twin Tiers Psychological Assoc","null","16LT051800","2023-03-12T00:00:00.0000000","null","79.200","79.200","0.000","                    ","False","2023-03-12T00:00:00.0000000"
"16LU","Premier Family Care","null","16LU051800","2023-03-13T00:00:00.0000000","null","168.380","168.380","0.000","                    ","False","2023-03-13T00:00:00.0000000"
